RiskPerformance,ExternalRiskEstimate_missing_code_minus_7,ExternalRiskEstimate_missing_code_minus_8,ExternalRiskEstimate_missing_code_minus_9,ExternalRiskEstimate_less_than_64,ExternalRiskEstimate_less_than_71,ExternalRiskEstimate_less_than_76,ExternalRiskEstimate_less_than_81,ExternalRiskEstimate_less_than_infinity,MSinceOldestTradeOpen_missing_code_minus_7,MSinceOldestTradeOpen_missing_code_minus_8,MSinceOldestTradeOpen_missing_code_minus_9,MSinceOldestTradeOpen_less_than_92,MSinceOldestTradeOpen_less_than_135,MSinceOldestTradeOpen_less_than_264,MSinceOldestTradeOpen_less_than_infinity,MSinceMostRecentTradeOpen_missing_code_minus_7,MSinceMostRecentTradeOpen_missing_code_minus_8,MSinceMostRecentTradeOpen_missing_code_minus_9,MSinceMostRecentTradeOpen_less_than_9,MSinceMostRecentTradeOpen_less_than_20,MSinceMostRecentTradeOpen_less_than_75,MSinceMostRecentTradeOpen_less_than_82,MSinceMostRecentTradeOpen_less_than_infinity,AverageMInFile_missing_code_minus_7,AverageMInFile_missing_code_minus_8,AverageMInFile_missing_code_minus_9,AverageMInFile_less_than_49,AverageMInFile_less_than_70,AverageMInFile_less_than_97,AverageMInFile_less_than_infinity,NumSatisfactoryTrades_missing_code_minus_7,NumSatisfactoryTrades_missing_code_minus_8,NumSatisfactoryTrades_missing_code_minus_9,NumSatisfactoryTrades_less_than_3,NumSatisfactoryTrades_less_than_6,NumSatisfactoryTrades_less_than_13,NumSatisfactoryTrades_less_than_22,NumSatisfactoryTrades_less_than_infinity,NumTrades60Ever2DerogPubRec_missing_code_minus_7,NumTrades60Ever2DerogPubRec_missing_code_minus_8,NumTrades60Ever2DerogPubRec_missing_code_minus_9,NumTrades60Ever2DerogPubRec_greater_than_or_equal_to_zero,NumTrades60Ever2DerogPubRec_greater_than_1,NumTrades60Ever2DerogPubRec_greater_than_2,NumTrades60Ever2DerogPubRec_greater_than_11,NumTrades60Ever2DerogPubRec_greater_than_12,NumTrades90Ever2DerogPubRec_missing_code_minus_7,NumTrades90Ever2DerogPubRec_missing_code_minus_8,NumTrades90Ever2DerogPubRec_missing_code_minus_9,NumTrades90Ever2DerogPubRec_greater_than_or_equal_to_zero,NumTrades90Ever2DerogPubRec_greater_than_1,NumTrades90Ever2DerogPubRec_greater_than_2,NumTrades90Ever2DerogPubRec_greater_than_7,NumTrades90Ever2DerogPubRec_greater_than_9,NumTotalTrades_missing_code_minus_7,NumTotalTrades_missing_code_minus_8,NumTotalTrades_missing_code_minus_9,NumTotalTrades_between_0_and_1,NumTotalTrades_between_1_and_10,NumTotalTrades_between_10_and_17,NumTotalTrades_between_17_and_28,NumTotalTrades_between_28_and_infinity,NumTradesOpeninLast12M_missing_code_minus_7,NumTradesOpeninLast12M_missing_code_minus_8,NumTradesOpeninLast12M_missing_code_minus_9,NumTradesOpeninLast12M_greater_than_or_equal_to_zero,NumTradesOpeninLast12M_greater_than_2,NumTradesOpeninLast12M_greater_than_3,NumTradesOpeninLast12M_greater_than_6,NumTradesOpeninLast12M_greater_than_11,PercentTradesNeverDelq_missing_code_minus_7,PercentTradesNeverDelq_missing_code_minus_8,PercentTradesNeverDelq_missing_code_minus_9,PercentTradesNeverDelq_less_than_59,PercentTradesNeverDelq_less_than_84,PercentTradesNeverDelq_less_than_89,PercentTradesNeverDelq_less_than_96,PercentTradesNeverDelq_less_than_infinity,MSinceMostRecentDelq_missing_code_minus_7,MSinceMostRecentDelq_missing_code_minus_8,MSinceMostRecentDelq_missing_code_minus_9,MSinceMostRecentDelq_less_than_9,MSinceMostRecentDelq_less_than_18,MSinceMostRecentDelq_less_than_33,MSinceMostRecentDelq_less_than_48,MSinceMostRecentDelq_less_than_infinity,MaxDelq2PublicRecLast12M_missing_code_minus_7,MaxDelq2PublicRecLast12M_missing_code_minus_8,MaxDelq2PublicRecLast12M_missing_code_minus_9,MaxDelq2PublicRecLast12M_less_than_4,MaxDelq2PublicRecLast12M_less_than_6,MaxDelq2PublicRecLast12M_less_than_7,MaxDelq2PublicRecLast12M_less_than_9,MaxDelq2PublicRecLast12M_less_than_infinity,MaxDelqEver_missing_code_minus_7,MaxDelqEver_missing_code_minus_8,MaxDelqEver_missing_code_minus_9,MaxDelqEver_less_than_3,MaxDelqEver_less_than_4,MaxDelqEver_less_than_6,MaxDelqEver_less_than_7,MaxDelqEver_less_than_infinity,PercentInstallTrades_missing_code_minus_7,PercentInstallTrades_missing_code_minus_8,PercentInstallTrades_missing_code_minus_9,PercentInstallTrades_between_0_and_36,PercentInstallTrades_between_36_and_47,PercentInstallTrades_between_47_and_58,PercentInstallTrades_between_58_and_85,PercentInstallTrades_between_85_and_infinity,NetFractionInstallBurden_missing_code_minus_7,NetFractionInstallBurden_missing_code_minus_8,NetFractionInstallBurden_missing_code_minus_9,NetFractionInstallBurden_greater_than_or_equal_to_zero,NetFractionInstallBurden_greater_than_9,NetFractionInstallBurden_greater_than_10,NetFractionInstallBurden_greater_than_35,NetFractionInstallBurden_greater_than_70,NumInstallTradesWBalance_missing_code_minus_7,NumInstallTradesWBalance_missing_code_minus_8,NumInstallTradesWBalance_missing_code_minus_9,NumInstallTradesWBalance_between_0_and_3,NumInstallTradesWBalance_between_3_and_4,NumInstallTradesWBalance_between_4_and_12,NumInstallTradesWBalance_between_12_and_14,NumInstallTradesWBalance_between_14_and_infinity,MSinceMostRecentInqexcl7days_missing_code_minus_7,MSinceMostRecentInqexcl7days_missing_code_minus_8,MSinceMostRecentInqexcl7days_missing_code_minus_9,MSinceMostRecentInqexcl7days_less_than_1,MSinceMostRecentInqexcl7days_less_than_2,MSinceMostRecentInqexcl7days_less_than_9,MSinceMostRecentInqexcl7days_less_than_23,MSinceMostRecentInqexcl7days_less_than_infinity,NumInqLast6M_missing_code_minus_7,NumInqLast6M_missing_code_minus_8,NumInqLast6M_missing_code_minus_9,NumInqLast6M_greater_than_or_equal_to_zero,NumInqLast6M_greater_than_1,NumInqLast6M_greater_than_2,NumInqLast6M_greater_than_4,NumInqLast6M_greater_than_8,NumInqLast6Mexcl7days_missing_code_minus_7,NumInqLast6Mexcl7days_missing_code_minus_8,NumInqLast6Mexcl7days_missing_code_minus_9,NumInqLast6Mexcl7days_greater_than_or_equal_to_zero,NumInqLast6Mexcl7days_greater_than_1,NumInqLast6Mexcl7days_greater_than_2,NumInqLast6Mexcl7days_greater_than_4,NumInqLast6Mexcl7days_greater_than_8,NetFractionRevolvingBurden_missing_code_minus_7,NetFractionRevolvingBurden_missing_code_minus_8,NetFractionRevolvingBurden_missing_code_minus_9,NetFractionRevolvingBurden_greater_than_or_equal_to_zero,NetFractionRevolvingBurden_greater_than_1,NetFractionRevolvingBurden_greater_than_14,NetFractionRevolvingBurden_greater_than_37,NetFractionRevolvingBurden_greater_than_72,NumRevolvingTradesWBalance_missing_code_minus_7,NumRevolvingTradesWBalance_missing_code_minus_8,NumRevolvingTradesWBalance_missing_code_minus_9,NumRevolvingTradesWBalance_between_0_and_4,NumRevolvingTradesWBalance_between_4_and_5,NumRevolvingTradesWBalance_between_5_and_8,NumRevolvingTradesWBalance_between_8_and_12,NumRevolvingTradesWBalance_between_12_and_infinity,NumBank2NatlTradesWHighUtilization_missing_code_minus_7,NumBank2NatlTradesWHighUtilization_missing_code_minus_8,NumBank2NatlTradesWHighUtilization_missing_code_minus_9,NumBank2NatlTradesWHighUtilization_greater_than_or_equal_to_zero,NumBank2NatlTradesWHighUtilization_greater_than_1,NumBank2NatlTradesWHighUtilization_greater_than_2,NumBank2NatlTradesWHighUtilization_greater_than_3,NumBank2NatlTradesWHighUtilization_greater_than_5,PercentTradesWBalance_missing_code_minus_7,PercentTradesWBalance_missing_code_minus_8,PercentTradesWBalance_missing_code_minus_9,PercentTradesWBalance_between_0_and_48,PercentTradesWBalance_between_48_and_67,PercentTradesWBalance_between_67_and_74,PercentTradesWBalance_between_74_and_87,PercentTradesWBalance_between_87_and_infinity
1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
